City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
267,ndioum,16.51,-14.65,67.48,17,0,8.43,SN,1579585115
268,poum,-20.23,164.02,78.28,74,4,13.62,NC,1579585289
269,chapais,49.78,-74.85,-0.4,77,90,8.05,CA,1579585196
270,logan,41.74,-111.83,33.01,85,20,3.36,US,1579585191
271,tra vinh,9.93,106.35,89.47,45,0,12.28,VN,1579585290
272,ostersund,63.18,14.64,35.01,80,66,19.46,SE,1579585201
273,lahat,-3.8,103.53,83.01,62,78,5.21,ID,1579585291
274,were ilu,10.6,39.43,60.12,46,11,2.04,ET,1579585291
275,yanam,16.73,82.22,82.4,65,20,13.87,IN,1579585291
276,tual,-5.67,132.75,83.93,77,22,16.37,ID,1579585292
277,ampanihy,-24.7,44.75,73.56,59,91,15.39,MG,1579585292
278,bjornevatn,69.67,29.98,28.4,68,67,26.4,NO,1579585292
279,ternate,0.8,127.4,81.45,80,57,0.49,ID,1579585293
280,muana,-1.53,-49.22,74.3,95,100,4.29,BR,1579585293
281,flinders,-34.58,150.86,90.0,47,36,10.29,AU,1579585293
282,honningsvag,70.98,25.97,35.6,69,75,19.46,NO,1579585294
283,oranjestad,12.52,-70.03,78.8,83,20,16.11,AW,1579585035
284,surt,31.21,16.59,50.43,69,0,13.18,LY,1579585294
285,inyonga,-6.72,32.07,72.61,77,83,6.89,TZ,1579585295
286,spas-demensk,54.41,34.02,34.92,90,100,14.27,RU,1579585295
287,kailua,21.4,-157.74,75.2,69,40,10.29,US,1579585295
288,ostrovnoy,68.05,39.51,28.15,96,100,10.98,RU,1579585296
289,victoria,22.29,114.16,79.0,60,20,17.22,HK,1579585148
290,houma,29.6,-90.72,44.6,60,1,9.17,US,1579585190
291,vigrestad,58.57,5.7,48.2,87,75,13.87,NO,1579585296
292,muroto,33.28,134.15,55.4,28,20,18.34,JP,1579585297
293,sillamae,59.4,27.75,41.45,85,96,23.02,EE,1579585297
294,henties bay,-22.12,14.28,64.99,90,0,1.99,NA,1579585297
295,vila do maio,15.13,-23.22,68.0,40,43,9.17,CV,1579585297
296,puerto carreno,6.19,-67.49,76.66,84,72,4.68,CO,1579585298
297,sijunjung,-0.69,100.95,83.61,67,50,4.0,ID,1579585298
298,lethem,3.38,-59.8,78.53,70,57,13.53,GY,1579585299
299,acajutla,13.59,-89.83,70.0,80,4,11.01,SV,1579585299
300,uruzgan,32.83,66.0,27.81,94,100,2.53,AF,1579585299
301,rawson,-43.3,-65.1,64.06,61,1,9.71,AR,1579585300
302,wajir,1.75,40.06,75.2,73,0,10.42,KE,1579585300
303,airai,-8.93,125.41,80.92,61,99,2.77,TL,1579585300
304,srednekolymsk,67.45,153.68,-19.86,96,100,11.9,RU,1579585108
305,brunehaut,50.52,3.38,35.01,100,90,2.24,FR,1579585301
306,kashi,39.45,75.98,24.8,58,100,4.47,CN,1579585166
307,tanda,26.55,82.65,66.61,49,76,0.89,IN,1579585302
308,houston,29.76,-95.36,48.99,43,20,3.36,US,1579585104
309,roshal,55.67,39.87,32.05,96,100,11.41,RU,1579585303
310,mertzig,49.83,6.01,30.2,86,0,10.29,LU,1579585304
311,anloga,5.79,0.9,77.0,88,20,2.24,GH,1579585304
312,salinopolis,-0.61,-47.36,80.42,83,100,15.75,BR,1579585304
313,tak bai,6.26,102.05,86.0,70,40,13.87,TH,1579585305
314,ginir,7.13,40.7,71.02,27,65,0.6,ET,1579585306
315,ambon,-3.7,128.18,91.4,52,20,14.99,ID,1579585090
316,nau,40.15,69.37,35.6,92,40,6.71,TJ,1579585306
317,kysyl-syr,63.9,122.76,-14.21,99,96,2.53,RU,1579585307
318,mattru,7.62,-11.83,72.48,97,16,2.62,SL,1579585307
319,mbanza-ngungu,-5.25,14.87,70.25,93,100,0.56,CD,1579585308
320,lons,43.32,-0.4,37.4,81,90,6.93,FR,1579585308
321,maiduguri,11.85,13.16,62.4,61,19,7.09,NG,1579585309
322,tsalka,41.59,44.09,16.88,74,0,8.32,GE,1579585309
323,mirnyy,62.54,113.96,-11.2,83,71,6.71,RU,1579585310
324,saint-michel-des-saints,46.68,-73.92,-5.12,97,66,4.34,CA,1579585206
325,vao,-22.67,167.48,75.96,69,64,14.74,NC,1579585310
326,saint-augustin,51.23,-58.65,2.28,78,83,9.66,CA,1579585311
327,christchurch,-43.53,172.63,69.01,64,38,16.11,NZ,1579585311
328,marzuq,14.4,46.47,65.39,26,10,1.36,YE,1579585311
329,shamsabad,27.02,78.13,63.68,49,98,6.2,IN,1579585312
330,balsas,-7.53,-46.04,72.57,94,88,2.98,BR,1579585312
331,gannan,47.91,123.5,3.52,83,69,1.63,CN,1579585313
332,jacksonville,30.33,-81.66,46.4,64,20,6.93,US,1579585294
333,yar-sale,66.83,70.83,-3.33,93,100,12.68,RU,1579585313
334,sur,22.57,59.53,72.23,47,0,1.5,OM,1579585314
335,luau,-10.71,22.22,69.6,84,100,3.44,AO,1579585314
336,ayr,55.46,-4.63,48.2,87,75,10.29,GB,1579585314
337,luderitz,-26.65,15.16,60.8,93,0,1.12,NA,1579585315
338,jutai,-5.18,-68.9,73.45,93,100,1.21,BR,1579585316
339,norman wells,65.28,-126.83,-22.0,74,20,3.36,CA,1579585033
340,lompoc,34.64,-120.46,54.0,100,90,4.7,US,1579585099
341,natal,-5.79,-35.21,78.8,83,40,8.05,BR,1579585317
342,bima,-8.47,118.72,85.75,69,50,2.24,ID,1579585317
343,rocha,-34.48,-54.33,66.02,97,0,4.41,UY,1579585116
344,maturin,9.75,-63.18,70.79,98,68,3.65,VE,1579585318
345,alice springs,-23.7,133.88,95.0,21,0,13.87,AU,1579585319
346,half moon bay,37.46,-122.43,53.01,87,75,6.93,US,1579585319
347,raufoss,60.73,10.62,44.6,70,51,12.75,NO,1579585320
348,hobyo,5.35,48.53,80.06,64,84,18.99,SO,1579585320
349,vanavara,60.34,102.28,-10.93,94,99,5.75,RU,1579585320
350,goderich,43.75,-81.72,30.0,80,99,6.26,CA,1579585321
351,bethanien,-26.5,17.16,68.49,21,0,2.57,NA,1579585321
352,kamina,-8.74,24.99,70.23,87,95,2.55,CD,1579585321
353,bakal,54.94,58.81,20.73,94,100,4.61,RU,1579585322
354,tahta,26.77,31.5,48.2,70,0,10.29,EG,1579585322
355,morehead,37.27,-87.18,21.99,73,75,3.36,US,1579585323
356,shingu,33.73,135.98,51.8,45,40,21.92,JP,1579585323
357,joshimath,30.57,79.57,32.52,81,96,2.19,IN,1579585029
358,waingapu,-9.66,120.26,84.27,76,68,21.05,ID,1579585324
359,ahipara,-35.17,173.17,79.0,59,10,12.48,NZ,1579585097
360,mersing,2.43,103.84,81.34,80,100,19.55,MY,1579585324
361,birao,10.28,22.79,60.51,22,0,17.09,CF,1579585325
362,maniitsoq,65.42,-52.9,21.02,76,100,13.96,GL,1579585193
363,orebro,59.27,15.21,48.0,81,90,17.22,SE,1579585326
364,guane,22.2,-84.09,67.62,81,45,14.88,CU,1579585326
365,izhma,65.01,53.91,5.41,92,100,12.35,RU,1579585326
366,vila franca do campo,37.72,-25.43,57.2,67,75,6.93,PT,1579585327
367,padang,-0.95,100.35,85.06,59,80,1.7,ID,1579585167
368,madison,34.73,-86.57,25.0,73,90,6.93,US,1579585328
369,praxedis guerrero,31.37,-106.02,51.01,39,90,8.05,MX,1579585328
370,sao filipe,14.9,-24.5,69.15,73,57,5.97,CV,1579585329
371,waitati,-45.75,170.57,59.0,95,100,16.22,NZ,1579585329
372,tadine,-21.55,167.88,76.95,65,57,11.92,NC,1579585330
373,abadiania,-16.2,-48.71,68.0,94,40,4.7,BR,1579585330
374,portland,45.52,-122.68,45.0,70,90,11.41,US,1579585249
375,jiayuguan,39.82,98.3,29.05,40,61,17.47,CN,1579585331
376,caravelas,-17.71,-39.25,79.39,80,100,15.37,BR,1579585089
377,broken hill,-31.95,141.43,86.0,22,0,8.05,AU,1579585104
378,nokaneng,-19.67,22.27,72.16,72,93,16.82,BW,1579585333
379,atbasar,51.8,68.33,13.24,94,96,8.9,KZ,1579585333
380,haapiti,-17.57,-149.87,82.4,74,40,11.41,PF,1579585248
381,banda aceh,5.56,95.32,85.28,67,92,7.56,ID,1579585336
382,vata de jos,46.18,22.6,22.51,96,9,1.19,RO,1579585336
383,biak,-0.91,122.88,86.27,67,100,9.91,ID,1579585148
384,mehamn,71.04,27.85,35.6,64,40,26.4,NO,1579585338
385,jericho,31.87,35.45,51.8,80,40,6.93,PS,1579585338
386,drumheller,51.46,-112.71,32.0,81,59,3.0,CA,1579585339
387,eyl,7.98,49.82,77.0,74,71,22.66,SO,1579585339
388,svetlyy,54.67,20.13,42.8,81,90,29.08,RU,1579585339
389,leningradskiy,69.38,178.42,-10.59,90,99,9.84,RU,1579585340
390,srandakan,-7.94,110.25,89.46,54,15,7.25,ID,1579585340
391,pemberton,50.32,-122.8,29.97,99,100,4.14,CA,1579585103
392,poya,-21.35,165.15,76.41,77,0,17.69,NC,1579585341
393,kilindoni,-7.91,39.67,82.85,83,100,20.54,TZ,1579585341
394,pangnirtung,66.15,-65.71,-18.9,76,12,5.53,CA,1579585143
395,aras,42.56,-2.36,37.4,69,97,9.17,ES,1579585342
396,tocatlan,19.38,-98.02,42.96,86,100,6.6,MX,1579585342
397,vicuna,-30.03,-70.71,62.6,88,90,3.36,CL,1579585344
398,harbour breton,47.48,-55.8,19.27,68,50,13.53,CA,1579585345
399,tenosique,17.48,-91.43,68.04,94,94,6.2,MX,1579585349
400,holme,56.11,10.17,44.6,87,95,14.99,DK,1579585352
401,clyde river,70.47,-68.59,-13.0,83,90,13.87,CA,1579585354
402,port-gentil,-0.72,8.78,80.6,88,40,5.82,GA,1579585204
403,margate,51.38,1.39,36.0,100,0,3.36,GB,1579585359
404,buchanan,5.88,-10.05,77.0,94,40,3.36,LR,1579585359
405,bahia blanca,-38.72,-62.27,66.85,61,100,6.6,AR,1579585359
406,mayo,38.89,-76.51,30.0,67,1,4.7,US,1579585360
407,alexandria,31.22,29.96,57.2,54,40,18.34,EG,1579585238
408,puerto madryn,-42.77,-65.04,67.08,49,0,17.63,AR,1579585173
409,khilok,51.37,110.47,4.77,69,0,6.08,RU,1579585362
410,san patricio,19.22,-104.7,79.11,72,0,5.41,MX,1579585362
411,progreso,21.28,-89.67,71.01,73,20,4.7,MX,1579585103
412,vardo,70.37,31.11,34.5,66,83,24.0,NO,1579585362
413,bideford,51.02,-4.2,42.01,100,0,2.24,GB,1579585363
414,darnah,32.77,22.64,55.85,62,98,7.94,LY,1579585363
415,sawtell,-30.38,153.1,96.8,66,0,16.11,AU,1579585181
416,khani,41.96,42.96,39.2,93,90,2.24,GE,1579585364
417,george town,5.41,100.34,89.6,59,20,4.7,MY,1579585305
418,fengrun,39.83,118.12,37.99,67,59,4.81,CN,1579585364
419,aklavik,68.22,-135.01,-20.2,75,5,3.36,CA,1579585364
420,tarko-sale,64.92,77.78,-20.58,94,69,10.25,RU,1579585365
421,fairbanks,64.84,-147.72,-11.0,75,90,0.63,US,1579585231
422,cedar city,37.68,-113.06,42.8,45,90,9.17,US,1579585169
423,sarkand,45.41,79.92,24.22,75,82,2.19,KZ,1579585366
424,yabrud,33.97,36.66,37.4,86,40,5.41,SY,1579585367
425,borogontsy,62.67,131.17,-25.28,97,13,2.24,RU,1579585367
426,kushmurun,52.45,64.63,17.74,95,94,6.33,KZ,1579585368
427,samarai,-10.62,150.67,89.71,49,96,4.97,PG,1579585368
428,dasoguz,41.84,59.97,28.4,79,90,4.7,TM,1579585369
429,qasigiannguit,68.82,-51.19,17.6,57,100,14.99,GL,1579585369
430,yatou,37.15,122.38,46.0,64,54,9.35,CN,1579585369
431,kirakira,-10.45,161.92,81.45,77,38,1.63,SB,1579585370
432,arlit,18.74,7.39,62.58,23,28,11.05,NE,1579585370
433,san policarpo,12.18,125.51,80.37,71,66,15.39,PH,1579585370
434,okhotsk,59.38,143.3,-15.86,74,0,6.33,RU,1579585370
435,banepa,27.63,85.52,51.8,62,75,2.24,NP,1579585371
436,talaya,61.38,152.75,-26.18,99,100,0.76,RU,1579585371
437,isangel,-19.55,169.27,84.2,62,40,6.93,VU,1579585371
438,skjervoy,70.03,20.97,33.8,68,75,20.8,NO,1579585372
439,koumac,-20.57,164.28,76.17,68,67,1.59,NC,1579585372
440,meulaboh,4.14,96.13,81.09,80,100,3.69,ID,1579585079
441,benalla,-36.55,145.98,80.01,41,75,9.17,AU,1579585372
442,tucumcari,35.17,-103.72,37.4,64,1,8.86,US,1579585373
443,ketchikan,55.34,-131.65,42.8,81,75,11.41,US,1579585373
444,dharchula,29.85,80.53,33.42,80,100,8.05,IN,1579585373
445,gornyy,55.12,83.91,-3.98,89,46,10.11,RU,1579585374
446,green river,41.53,-109.47,19.4,79,90,3.36,US,1579585374
447,uhlove,44.82,33.6,35.58,78,100,11.65,UA,1579585375
448,faanui,-16.48,-151.75,82.13,77,29,8.34,PF,1579585375
449,sao jose da coroa grande,-8.9,-35.15,80.4,76,39,8.59,BR,1579585376
450,rosario,-32.95,-60.64,78.01,83,90,3.36,AR,1579585378
451,hambantota,6.12,81.12,84.2,79,40,13.87,LK,1579585381
452,mae sai,20.43,99.88,81.0,61,0,4.7,TH,1579585383
453,akureyri,65.68,-18.09,35.6,59,75,35.57,IS,1579585384
454,tucupita,9.06,-62.05,69.94,99,97,2.51,VE,1579585382
455,noyabrsk,63.2,75.45,-4.49,98,100,11.05,RU,1579585386
456,san cristobal,7.77,-72.22,80.6,74,40,4.7,VE,1579585386
457,gavle,60.67,17.14,46.99,76,100,7.0,SE,1579585388
458,martapura,-3.42,114.85,91.4,63,40,8.05,ID,1579585389
459,port lincoln,-34.73,135.87,72.61,50,0,9.15,AU,1579585390
460,pachora,20.67,75.35,83.52,39,0,11.74,IN,1579585391
461,la palma,33.85,-118.05,60.8,72,90,3.36,US,1579585395
462,matagami,49.75,-77.63,-2.2,84,40,5.82,CA,1579585398
463,labuhan,-6.88,112.21,86.67,71,37,7.18,ID,1579585401
464,ambilobe,-13.2,49.05,82.67,84,56,11.83,MG,1579585403
465,alofi,-19.06,-169.92,80.6,61,38,8.05,NU,1579585403
466,bereda,43.27,-7.54,51.01,70,75,8.05,ES,1579585404
467,artesia,33.87,-118.08,60.8,82,90,5.17,US,1579585404
468,husavik,66.04,-17.34,35.6,59,75,35.57,IS,1579585405
469,faya,18.39,42.45,55.4,93,40,12.75,SA,1579585245
470,pisco,-13.7,-76.22,69.8,94,75,8.05,PE,1579585408
471,galesong,-5.32,119.37,89.6,59,20,8.05,ID,1579585409
472,aketi,2.74,23.78,70.47,38,46,4.97,CD,1579585411
473,palmer,42.16,-72.33,18.0,47,1,10.29,US,1579585413
474,qinzhou,21.95,108.62,69.31,77,100,13.38,CN,1579585414
475,petatlan,17.52,-101.27,80.1,72,0,6.4,MX,1579585415
476,taoudenni,22.68,-3.98,54.16,29,36,3.98,ML,1579585209
477,dutse,11.76,9.34,58.55,34,0,6.82,NG,1579585416
478,ryazan,54.62,39.74,35.01,91,98,5.01,RU,1579585416
479,nautla,20.22,-96.78,55.85,97,100,1.48,MX,1579585417
480,uralets,57.66,59.65,6.46,96,50,4.9,RU,1579585417
481,shambu,9.57,37.1,66.4,53,14,2.21,ET,1579585417
482,vanimo,-2.67,141.3,83.17,78,24,18.1,PG,1579585417
483,muravlenko,63.79,74.52,-5.01,97,100,11.41,RU,1579585418
484,kodinar,20.79,70.7,80.02,29,0,6.02,IN,1579585418
485,umm bab,25.21,50.81,75.0,87,1,2.24,QA,1579585419
486,saint-joseph,-21.37,55.62,78.8,83,20,3.36,RE,1579585419
487,vestmannaeyjar,63.44,-20.27,37.44,92,100,23.09,IS,1579585419
488,hirara,24.8,125.28,71.6,60,40,9.17,JP,1579585420
489,nisia floresta,-6.09,-35.21,78.8,83,40,8.05,BR,1579585420
490,abnub,27.27,31.15,46.4,87,0,11.41,EG,1579585420
491,puerto maldonado,-12.6,-69.18,74.73,96,100,2.33,PE,1579585421
492,shubarkuduk,49.14,56.49,21.79,94,100,11.01,KZ,1579585421
493,okato,-39.2,173.88,68.0,63,0,5.99,NZ,1579585421
494,andenes,69.31,16.12,35.6,74,75,32.21,NO,1579585422
495,rochegda,62.8,43.25,30.07,97,100,12.53,RU,1579585422
496,bathsheba,13.22,-59.52,77.0,78,20,18.34,BB,1579585423
497,verkhoyansk,67.54,133.38,-30.69,100,97,1.54,RU,1579585423
498,nakamura,32.98,132.93,52.11,46,0,4.43,JP,1579585423
499,baykit,61.67,96.37,-14.17,95,100,1.01,RU,1579585423
500,ponta delgada,37.73,-25.67,57.2,67,75,6.93,PT,1579585424
501,nouakchott,18.09,-15.98,59.0,30,0,9.17,MR,1579585139
502,patterson,37.47,-121.13,50.0,100,90,1.63,US,1579585425
503,sobradinho,-12.83,-39.1,69.91,97,21,1.61,BR,1579585425
504,talnakh,69.49,88.4,-41.8,72,40,2.24,RU,1579585425
505,itarema,-2.92,-39.92,76.87,85,100,1.95,BR,1579585144
506,paranhos,-23.89,-55.43,75.07,80,65,2.46,BR,1579585426
507,mareeba,-17.0,145.43,99.0,75,40,11.41,AU,1579585427
508,egham,51.43,-0.55,34.0,100,0,2.24,GB,1579585252
509,ozernovskiy,51.5,156.52,22.01,81,100,8.63,RU,1579585428
510,thunder bay,48.4,-89.32,8.01,83,5,3.36,CA,1579585276
511,lipin bor,60.26,37.98,39.51,88,100,13.31,RU,1579585429
512,zarate,-34.1,-59.03,78.01,82,30,1.99,AR,1579585429
513,boquira,-12.82,-42.73,75.74,59,84,2.17,BR,1579585430
514,comodoro rivadavia,-45.87,-67.5,75.2,41,30,6.93,AR,1579585430
515,whitehorse,60.72,-135.05,3.2,84,20,21.92,CA,1579585431
516,ilhabela,-23.78,-45.36,74.01,75,95,8.61,BR,1579585431
517,hofn,64.25,-15.21,41.05,63,100,33.55,IS,1579585431
518,kalmunai,7.42,81.82,82.0,76,68,15.23,LK,1579585431
519,salina,38.84,-97.61,15.8,66,1,5.82,US,1579585432
520,laupheim,48.23,9.88,30.99,92,90,5.82,DE,1579585432
521,hay river,60.82,-115.8,6.8,84,90,8.05,CA,1579585432
522,perth amboy,40.51,-74.27,24.01,44,1,10.29,US,1579585310
523,bambous virieux,-20.34,57.76,84.2,79,75,1.12,MU,1579585433
524,greensburg,40.3,-79.54,18.0,85,20,2.1,US,1579585433
525,putai,46.66,1.99,30.2,92,3,8.05,FR,1579585433
526,ulladulla,-35.35,150.47,81.0,47,1,10.29,AU,1579585433
527,lodja,-3.48,23.43,77.0,72,41,0.25,CD,1579585433
528,aizpute,56.72,21.6,42.8,93,100,20.8,LV,1579585434
529,warner robins,32.62,-83.6,32.0,68,1,6.93,US,1579585434
530,shahr-e babak,30.12,55.12,41.22,49,31,10.78,IR,1579585435
531,broome,42.25,-75.83,12.99,71,1,6.93,US,1579585190
532,pingliang,35.54,106.69,33.6,56,42,3.65,CN,1579585435
533,sola,-13.88,167.55,82.09,76,98,10.98,VU,1579585436
534,nioro,13.35,-15.75,68.49,18,100,4.74,GM,1579585168
535,hamilton,39.18,-84.53,25.0,58,90,8.05,US,1579585172
